customerid,exited,surname,creditscore,geography,gender,age,tenure,balance,hascrcard,isactivemember,estimatedsalary,bank_products
15622289,0,Rizzo,605,Spain,Female,36.0,9,0.0,0,1,35521.63,"AutoLoan,SavingsAccount"
15715184,0,Prof. Capon,752,Spain,Female,31.0,4,144637.86,1,0,40496.72,"AutoLoan,RetirementAccount"
15702801,1,Ts'ao,677,France,Female,29.0,3,86616.35,0,0,91903.9,InvestmentFund
15719931,0,Johnstone,850,France,Male,31.0,8,0.0,1,0,178667.7,"InvestmentFund,HomeEquityLoan"
15806081,0,Fleming,608,Germany,Female,48.0,2,127924.25,1,0,32202.61,"InvestmentFund,HomeEquityLoan"
15796336,0,Chang,786,Spain,Female,34.0,9,0.0,1,0,117034.32,"PersonalLoan,RetirementAccount"
15647306,1,Gibbs,777,France,Female,29.0,9,131240.61,1,1,163746.09,CheckingAccount
15742369,0,Rita,667,Spain,Male,31.0,5,0.0,1,1,20346.69,"RetirementAccount,AutoLoan"
15655859,0,Munro,848,Spain,Male,35.0,5,120046.74,1,0,84710.65,"CreditCard,SavingsAccount"
15675650,0,Duncan,486,France,Female,39.0,8,97819.36,0,1,120531.31,PersonalLoan
15574119,0,Okwuadigbo,598,Spain,Female,64.0,1,62979.93,1,1,152273.57,InvestmentFund
15754168,0,McIntosh,506,France,Female,40.0,3,0.0,1,1,144345.58,CertificateOfDeposit
15763029,1,Ch'iu,612,Germany,Male,46.0,9,161450.03,1,1,96961.0,CreditCard
15765048,0,Watt,545,France,Male,30.0,3,0.0,1,0,170307.43,"CertificateOfDeposit,AutoLoan"
15786215,0,Udinese,793,France,Male,56.0,8,119496.25,1,0,29880.99,"PersonalLoan,AutoLoan"
15707559,0,Clark,682,France,Female,30.0,9,0.0,1,1,195104.91,"CertificateOfDeposit,RetirementAccount"
15582129,1,Dr. Hsia,517,France,Male,62.0,1,43772.66,1,0,187756.24,"AutoLoan,MortgageLoan,CheckingAccount"
15687540,0,Obiuto,684,France,Male,32.0,9,100249.41,0,1,67599.69,"SavingsAccount,RetirementAccount"
15787196,0,Dr. T'ien,692,Spain,Male,46.0,2,0.0,1,1,105983.09,"MortgageLoan,SavingsAccount"
15670898,1,McKenzie,740,France,Female,60.0,5,108028.08,0,0,25980.42,"InvestmentFund,CheckingAccount"
15775433,0,Prof. Tang,666,Germany,Male,71.0,1,53013.29,1,1,112222.64,"RetirementAccount,CertificateOfDeposit"
15700693,0,Tu,693,France,Male,68.0,2,0.0,1,1,59864.96,"MortgageLoan,SavingsAccount"
15677955,0,Dr. Tsui,757,Germany,Male,33.0,1,122088.67,1,0,42581.09,MortgageLoan
15570086,0,Lynch,684,Germany,Male,18.0,9,90544.0,0,1,4777.23,InvestmentFund
15794875,0,Hung,691,Spain,Male,35.0,6,0.0,0,1,178038.17,"SavingsAccount,AutoLoan"
15673591,1,Oluchukwu,842,France,Male,44.0,3,141252.18,0,1,128521.16,"HomeEquityLoan,AutoLoan,SavingsAccount,PersonalLoan"
15631756,0,Tuan,482,France,Female,35.0,5,147813.05,0,0,109029.72,"RetirementAccount,SavingsAccount"
15757617,0,Lewis,735,France,Male,55.0,6,134140.68,1,0,2267.88,MortgageLoan
15612729,0,Chidiebere,681,France,Female,63.0,7,0.0,1,1,55054.48,"CertificateOfDeposit,AutoLoan"
15637857,0,Dr. Woolacott,616,France,Female,31.0,8,0.0,0,1,76456.17,HomeEquityLoan
15681007,1,Yen,850,France,Female,35.0,2,128548.49,1,0,75478.95,"PersonalLoan,MortgageLoan,RetirementAccount,CertificateOfDeposit"
15593622,0,Service,635,France,Male,43.0,10,122198.21,0,1,179144.54,"HomeEquityLoan,PersonalLoan"
15629273,1,Lin,638,Germany,Male,42.0,8,145177.84,1,0,193471.74,InvestmentFund
15765846,0,Chuang,820,Spain,Female,31.0,2,94222.53,1,0,103570.8,AutoLoan
15596013,1,Akhtar,694,Germany,Female,58.0,1,143212.22,0,0,102628.56,HomeEquityLoan
15722473,0,Faulkner,713,France,Male,41.0,3,0.0,1,0,55772.04,"InvestmentFund,CheckingAccount"
15774936,1,Liang,543,Germany,Male,41.0,6,143350.41,1,1,192070.16,CheckingAccount
15685640,0,Dr. Dancy,649,France,Female,41.0,3,130931.83,1,1,144808.37,SavingsAccount
15566563,1,Duigan,777,France,Female,30.0,4,137851.31,1,0,5008.23,InvestmentFund
15768746,0,McLean,561,France,Male,33.0,6,0.0,0,0,173680.39,"MortgageLoan,SavingsAccount"
15689952,0,Zuyeva,724,Spain,Male,41.0,5,0.0,0,1,115753.94,SavingsAccount
15725906,1,Hankinson,665,Spain,Female,51.0,8,0.0,1,1,38928.48,CreditCard
15634501,0,Wei,441,France,Male,60.0,1,140614.15,0,1,174381.23,PersonalLoan
15571940,0,Afamefula,579,Spain,Male,22.0,3,118680.57,1,1,49829.8,MortgageLoan
15741643,0,Chiang,777,Germany,Male,35.0,7,122917.69,1,1,76169.68,CreditCard
15806822,0,Myers,739,France,Female,36.0,0,0.0,0,0,133465.57,"CreditCard,RetirementAccount"
15701166,0,Chinedum,660,France,Male,40.0,5,131754.11,1,1,38761.61,"CertificateOfDeposit,PersonalLoan"
15718531,0,Ukaegbunam,554,France,Female,35.0,8,0.0,1,1,176779.46,"MortgageLoan,InvestmentFund"
15628308,0,Akubundu,850,France,Female,24.0,6,0.0,1,1,13159.9,"PersonalLoan,RetirementAccount"
15585287,1,Sal,842,Germany,Female,35.0,9,119948.09,1,0,48217.97,SavingsAccount
15781619,1,Stevenson,785,France,Female,38.0,1,0.0,1,0,134964.85,MortgageLoan
15805162,0,Sutherland,550,France,Male,25.0,0,0.0,1,1,184221.11,"RetirementAccount,CheckingAccount"
15588535,0,Ts'ao,750,Spain,Female,39.0,6,0.0,0,0,19264.33,"RetirementAccount,CreditCard"
15775307,0,Sung,490,Spain,Female,38.0,3,97266.1,1,1,92797.23,PersonalLoan
15777616,0,Pisani,605,Germany,Male,,10,113690.83,1,0,33114.24,SavingsAccount
15692291,1,Hs?eh,563,Spain,Female,42.0,6,99056.22,1,0,154347.95,"CertificateOfDeposit,MortgageLoan"
15680843,0,Sherrod,675,France,Male,34.0,8,0.0,1,1,184842.21,"SavingsAccount,CheckingAccount"
15606232,0,Holloway,621,Spain,Female,36.0,7,116338.68,1,1,155743.48,MortgageLoan
15641585,0,Newton,850,France,Male,40.0,6,97339.99,0,1,88815.25,HomeEquityLoan
15684358,0,Kang,711,France,Male,41.0,3,0.0,1,1,193747.57,"AutoLoan,CertificateOfDeposit"
15806389,1,Walton,549,Germany,Female,55.0,1,137592.31,0,1,116548.02,"RetirementAccount,InvestmentFund"
15641860,1,Bradley,764,Germany,Male,34.0,6,108760.27,1,0,166324.79,"MortgageLoan,AutoLoan"
15814237,0,Watkins,627,Germany,Male,30.0,3,128770.88,1,1,40199.01,"CheckingAccount,CertificateOfDeposit"
15808780,0,Tien,850,France,Female,34.0,2,0.0,0,0,51919.04,"CertificateOfDeposit,InvestmentFund"
15767064,0,Davide,614,Spain,Female,36.0,1,44054.84,1,1,73329.08,RetirementAccount
15751177,1,Milne,685,Germany,Female,44.0,2,119657.53,1,0,145387.05,InvestmentFund
15613427,0,Barling,683,Germany,Female,49.0,7,108797.63,0,0,140763.18,"CertificateOfDeposit,InvestmentFund"
15647259,0,Barnett,643,Spain,Male,35.0,2,0.0,0,0,67979.35,"PersonalLoan,MortgageLoan"
15748660,1,Ellis,561,Germany,Female,49.0,1,102025.32,1,0,133051.64,MortgageLoan
15726695,0,Hsia,601,Spain,Female,20.0,9,122446.61,1,0,86791.9,"CertificateOfDeposit,CreditCard"
15757473,0,Chukwujamuike,766,France,,27.0,7,158786.67,0,1,47579.25,"InvestmentFund,CheckingAccount"
15809509,0,Venables,699,France,Male,29.0,3,125689.29,1,1,151623.71,CertificateOfDeposit
15715512,0,Hsia,850,Germany,Male,29.0,1,154640.41,1,1,164039.51,AutoLoan
15614168,1,Alexander,792,Germany,Female,50.0,4,146710.76,1,0,16528.4,CheckingAccount
15679818,1,Yuan,636,Germany,,67.0,7,136709.35,0,1,66753.1,HomeEquityLoan
15609928,0,Johnston,850,Germany,Male,43.0,5,129305.09,0,1,19244.58,"HomeEquityLoan,CreditCard"
15731246,0,Hobler,628,Spain,Male,40.0,10,0.0,1,0,103832.58,"CheckingAccount,RetirementAccount"
15685243,0,Jamieson,736,France,Female,63.0,10,0.0,0,1,502.7,"HomeEquityLoan,InvestmentFund"
15638730,0,Macleod,711,France,Female,21.0,0,82844.33,0,1,1408.68,"HomeEquityLoan,RetirementAccount"
15697034,0,Norris,583,Spain,Female,22.0,2,0.0,0,1,5985.36,"SavingsAccount,MortgageLoan"
15699225,0,Pirozzi,757,France,Male,46.0,0,0.0,1,0,37460.05,"MortgageLoan,RetirementAccount"
15677387,0,Folliero,749,Germany,Female,33.0,10,76692.22,0,1,30396.43,MortgageLoan
15759184,0,Russell,705,France,Male,34.0,7,117715.84,1,0,2498.67,HomeEquityLoan
15595991,0,Hsiung,585,France,Male,54.0,8,87105.32,1,1,55346.14,RetirementAccount
15681332,1,Tate,437,France,Female,43.0,6,0.0,1,0,148330.97,PersonalLoan
15756299,0,Dr. Davis,741,France,Female,64.0,2,69311.16,1,1,59237.72,CertificateOfDeposit
15750547,0,Bair,738,France,Male,26.0,9,0.0,1,1,48644.94,"HomeEquityLoan,MortgageLoan"
15566380,0,Drury,586,Spain,Female,33.0,10,66948.67,1,1,140759.03,"PersonalLoan,AutoLoan"
15675963,0,Dr. Padovano,627,France,Female,57.0,9,0.0,1,1,107712.42,"SavingsAccount,CertificateOfDeposit"
15674671,0,Conway,551,Spain,Male,76.0,2,128410.71,1,1,181718.73,"CertificateOfDeposit,SavingsAccount"
15621466,0,Waters,606,Germany,Male,38.0,3,99897.53,0,0,37054.65,SavingsAccount
15607176,0,Kang,674,France,Male,22.0,3,0.0,1,1,173940.59,AutoLoan
15570299,0,Martin,584,,Female,31.0,6,152622.34,1,0,99298.8,CertificateOfDeposit
15613197,0,Ugochukwutubelum,590,France,Male,40.0,8,0.0,1,0,62933.03,"SavingsAccount,HomeEquityLoan"
15798885,0,Burns,585,France,Male,56.0,4,138227.19,1,1,55287.84,"MortgageLoan,CheckingAccount"
15714883,0,Genovese,508,France,Female,25.0,2,111395.53,0,1,48197.06,CertificateOfDeposit
15604497,0,Beale,458,Germany,Male,44.0,7,84386.57,1,0,178642.73,CheckingAccount
15773949,0,Dr. Cherkasova,692,France,Female,36.0,3,0.0,1,1,8282.22,"HomeEquityLoan,PersonalLoan"
15774164,0,Coles,502,Germany,,33.0,5,174673.65,1,0,33300.56,"MortgageLoan,CreditCard"
15774127,0,Potter,518,France,Male,46.0,3,0.0,1,0,76515.79,"PersonalLoan,MortgageLoan"
15619016,0,McMinn,660,Germany,Male,46.0,5,109019.65,1,1,33680.56,"SavingsAccount,CheckingAccount"
15795759,1,Bergamaschi,698,Germany,Female,52.0,1,107906.75,1,0,168886.39,PersonalLoan
15798844,1,Chijindum,678,France,Male,54.0,7,128914.97,0,0,191746.23,SavingsAccount
15717962,0,Prof. Ch'iu,773,Spain,Male,63.0,9,111179.83,1,1,93091.02,CertificateOfDeposit
15691504,0,Yusupova,619,Germany,Female,52.0,8,124099.13,0,0,23904.52,HomeEquityLoan
15693893,0,Davis,684,Germany,Male,,9,122471.09,0,1,15807.07,AutoLoan
15672499,0,Iadanza,635,France,Male,34.0,3,134692.4,1,1,83773.02,"MortgageLoan,CheckingAccount"
15750410,0,Jordan,680,France,Female,25.0,4,123816.5,1,1,90162.35,CreditCard
15568904,0,Kruglova,608,Germany,Male,34.0,3,106288.54,1,1,36639.25,PersonalLoan
15649033,1,Echezonachukwu,603,Germany,Female,55.0,7,127723.25,1,0,139469.11,"PersonalLoan,CheckingAccount"
15780989,1,Hajek,579,Spain,Male,43.0,2,145843.82,1,1,198402.37,AutoLoan
15771059,0,Welch,756,Germany,Female,34.0,2,148200.72,0,0,194584.48,MortgageLoan
15687852,0,Vinogradoff,611,France,Male,30.0,2,104145.65,0,0,159629.64,MortgageLoan
15695280,0,Hung,532,Germany,Male,24.0,8,142755.25,0,0,34231.48,CertificateOfDeposit
15592751,1,Okwudiliolisa,684,Germany,Female,63.0,3,81245.79,1,0,69643.31,CreditCard
15598338,0,Mays,647,Germany,Female,33.0,3,168560.46,0,0,90270.16,"AutoLoan,SavingsAccount"
15735784,0,Gardner,583,France,Male,38.0,8,0.0,1,0,47848.56,CertificateOfDeposit
15629128,0,Mamelu,774,Germany,Male,42.0,2,132193.94,1,1,162865.52,"CertificateOfDeposit,CreditCard"
15642870,0,Dr. Ross,677,France,Male,58.0,9,0.0,0,1,168650.4,CertificateOfDeposit
15637977,0,Dr. Barese,542,Germany,Male,25.0,8,139330.1,0,0,54372.37,PersonalLoan
15600792,0,Swayne,613,Spain,Male,29.0,0,0.0,0,1,133897.32,"PersonalLoan,InvestmentFund"
15576131,0,Phillips,666,France,Male,40.0,5,0.0,1,0,147878.05,"InvestmentFund,AutoLoan"
15686588,0,Manfrin,777,France,Female,28.0,2,134571.5,0,1,118313.38,HomeEquityLoan
15761018,1,Tan,581,Germany,Male,50.0,2,143829.2,1,0,181224.24,"HomeEquityLoan,CheckingAccount"
15616029,0,Adams,705,France,Male,32.0,7,0.0,1,0,7921.57,"CreditCard,HomeEquityLoan"
15761149,0,Teng,673,France,Female,44.0,8,133444.97,0,1,5708.19,MortgageLoan
15802758,1,Chinwendu,594,Germany,Female,23.0,4,104753.84,1,0,56756.52,"CheckingAccount,HomeEquityLoan"
15647838,1,Davison,648,Germany,Female,51.0,2,116574.84,1,0,4121.04,RetirementAccount
15735968,0,Hsing,605,France,Male,41.0,10,0.0,0,1,97213.09,"PersonalLoan,AutoLoan"
15581286,0,Castro,734,France,Female,40.0,9,176914.8,1,1,12799.23,RetirementAccount
15625445,0,Parkin,572,France,Female,36.0,8,68348.18,0,1,50400.32,"CreditCard,RetirementAccount"
15600173,0,Manna,595,France,Female,33.0,9,0.0,1,1,41447.86,"CreditCard,PersonalLoan"
15635143,0,Fennescey,749,France,,42.0,2,56726.83,0,1,185543.35,"MortgageLoan,PersonalLoan"
15664849,1,Colon,573,Spain,Male,46.0,3,65269.23,0,1,189988.65,SavingsAccount
15762455,0,Yeh,624,,Male,33.0,6,66220.17,0,1,170819.01,CertificateOfDeposit
15797165,1,Bergamaschi,703,France,Male,56.0,9,0.0,0,0,85547.33,HomeEquityLoan
15788189,0,Matveyeva,665,France,Female,41.0,8,96147.55,1,0,137037.97,SavingsAccount
15780492,0,Ignatyeva,648,France,Male,42.0,4,0.0,1,0,19283.14,"SavingsAccount,HomeEquityLoan"
15678497,1,Lederer,850,Spain,Male,48.0,2,0.0,1,0,169425.3,RetirementAccount
15588560,0,Nwabugwu,569,Germany,Female,32.0,8,145330.43,1,1,132038.65,HomeEquityLoan
15606003,0,Abramowitz,566,France,Female,21.0,3,0.0,1,1,3626.47,"RetirementAccount,CheckingAccount"
15611756,0,Chapman,537,Germany,Female,47.0,4,124192.28,1,1,50881.51,"CreditCard,HomeEquityLoan"
15789563,1,Fiorentino,706,Germany,Female,46.0,7,111288.18,1,1,149170.25,MortgageLoan
15702416,0,Cecil,734,France,Male,43.0,7,107805.67,0,0,182505.68,SavingsAccount
15766288,1,Ikechukwu,586,Germany,Female,36.0,5,103700.69,1,0,194072.56,CertificateOfDeposit
15667633,0,Allen,612,France,Female,38.0,1,0.0,1,1,9209.21,"CreditCard,SavingsAccount"
15622774,0,Kao,648,France,Male,34.0,0,0.0,1,1,167931.81,CreditCard
15755416,0,Hart,557,France,Female,27.0,3,87739.08,1,1,123096.56,AutoLoan
15769915,0,Charlton,643,Spain,Female,20.0,0,133313.34,1,1,3965.69,AutoLoan
15643908,0,Turnbull,433,France,Female,49.0,10,0.0,1,1,87711.61,SavingsAccount
15627395,0,Manners,643,Germany,Male,41.0,7,154902.66,1,1,49667.28,RetirementAccount
15679663,0,Chiazagomekpere,488,France,Female,36.0,0,0.0,1,0,136675.22,"MortgageLoan,PersonalLoan"
15651581,1,Lavrentyev,758,Germany,Male,68.0,6,112595.85,1,0,35865.44,AutoLoan
15596379,0,Wallace,743,Germany,Male,,3,119695.75,0,1,26136.13,MortgageLoan
15746674,1,Miller,730,France,Female,47.0,7,0.0,1,0,33373.26,SavingsAccount
15801256,0,Bazhenov,746,Spain,Male,49.0,7,0.0,0,1,10096.25,"CheckingAccount,MortgageLoan"
15663808,0,Ifesinachi,666,Germany,Female,59.0,8,152614.51,1,1,188782.3,"MortgageLoan,PersonalLoan"
15598521,0,Ma,580,Germany,Female,33.0,7,131647.01,0,0,79775.19,"CheckingAccount,MortgageLoan"
15621457,0,Chu,850,France,Male,27.0,6,96654.72,0,0,152740.16,"CertificateOfDeposit,HomeEquityLoan"
15764726,0,Kerr,563,France,Male,22.0,3,137583.04,0,1,5791.85,AutoLoan
15646374,0,Wynne,766,Germany,Female,28.0,3,62717.84,1,1,13182.43,"RetirementAccount,CheckingAccount"
15716501,0,Moon,659,France,Male,32.0,9,95377.13,0,1,187551.24,CreditCard
15589948,0,Disher,607,Spain,Male,28.0,1,135936.1,1,1,110560.14,"MortgageLoan,CheckingAccount"
15811343,0,Cattaneo,644,Germany,Male,35.0,5,161591.11,1,1,63795.62,"AutoLoan,CheckingAccount,SavingsAccount"
15659677,0,Beluchi,746,France,Male,47.0,8,142382.03,1,1,62086.62,CheckingAccount
15594436,0,Mazzi,588,Spain,Male,33.0,2,0.0,1,1,12483.56,"AutoLoan,PersonalLoan"
15748995,0,Dr. Ifeajuna,691,Spain,Male,30.0,9,0.0,0,1,10963.04,"PersonalLoan,InvestmentFund"
15677062,0,Howe,666,France,Female,38.0,6,127043.09,1,1,8247.0,MortgageLoan
15697201,0,Yocum,640,Spain,Female,46.0,3,0.0,1,1,156260.08,InvestmentFund
15666453,0,Moore,611,Germany,Female,29.0,4,78885.88,1,1,26927.69,"CertificateOfDeposit,RetirementAccount"
15693771,1,Y?an,651,Spain,Female,45.0,8,95922.9,1,0,84782.42,CertificateOfDeposit
15569867,0,Chinweuba,529,France,Female,29.0,8,0.0,1,0,19842.11,"MortgageLoan,CertificateOfDeposit"
15711602,0,Lowrie,676,France,Female,36.0,3,91711.59,1,1,95393.43,MortgageLoan
15717736,0,Dr. Shen,639,Germany,Female,46.0,10,110031.09,1,1,133995.59,"CertificateOfDeposit,CheckingAccount"
15750441,0,Lavarack,782,France,Male,36.0,5,81210.72,0,1,108003.38,"AutoLoan,CreditCard"
15732791,0,Davide,641,Germany,Male,32.0,5,122947.92,1,1,99154.86,MortgageLoan
15775104,0,Gomes,697,France,Female,38.0,1,182065.85,1,0,49503.5,InvestmentFund
15757607,1,Matveyeva,623,France,Male,45.0,0,0.0,1,0,196533.72,CheckingAccount
15793070,1,Fiorentino,494,Spain,Female,41.0,2,69974.66,1,0,188426.13,"CreditCard,SavingsAccount"
15760456,1,Eberechukwu,731,France,Female,38.0,10,123711.73,1,0,171340.68,"PersonalLoan,CreditCard"
15665385,0,Gibney,657,France,Male,44.0,6,76495.04,1,0,79071.89,InvestmentFund
15612418,0,Virgo,744,France,Female,38.0,9,0.0,0,0,20940.76,"RetirementAccount,CreditCard"
15727138,0,Kulikova,774,Spain,Male,46.0,9,0.0,1,1,34774.26,"HomeEquityLoan,InvestmentFund"
15732061,1,Liu,850,Germany,Female,45.0,1,121874.89,0,0,6865.41,CheckingAccount
15776051,0,Kao,551,France,Female,45.0,6,0.0,1,1,51143.43,"SavingsAccount,HomeEquityLoan"
15616530,1,Foran,638,France,Male,36.0,6,188455.19,0,0,47031.4,CreditCard
15632344,0,Jones,792,France,Female,42.0,0,99045.93,1,0,47160.01,"CreditCard,InvestmentFund"
15744979,0,Fowler,666,France,Female,36.0,8,0.0,0,1,158666.99,HomeEquityLoan
15745433,0,Conti,716,Germany,Female,30.0,2,205770.78,0,0,65464.66,"InvestmentFund,CreditCard"
15683657,0,Stephenson,594,France,Female,31.0,0,79340.95,1,0,78255.86,RetirementAccount
15718572,0,Willis,600,Germany,Male,57.0,9,138456.03,1,1,103548.25,"HomeEquityLoan,AutoLoan"
15665783,0,Ts'ui,565,France,Male,49.0,7,0.0,1,1,89609.26,"SavingsAccount,PersonalLoan"
15652782,0,Chibuzo,678,Germany,Male,48.0,2,101099.9,0,1,193476.04,"PersonalLoan,AutoLoan"
15707025,0,Fang,648,,Female,31.0,5,0.0,1,1,5199.02,"CertificateOfDeposit,SavingsAccount"
15647807,0,Wyckoff,642,France,Male,40.0,8,109219.83,1,0,52827.51,MortgageLoan
15718281,1,Muir,706,Germany,Male,67.0,1,123276.69,1,1,86507.88,"AutoLoan,InvestmentFund"
15660571,0,Halpern,668,Spain,Male,43.0,10,113034.31,1,1,100423.88,SavingsAccount
15727857,0,Flynn,635,Spain,Male,41.0,1,0.0,1,0,175611.5,"SavingsAccount,HomeEquityLoan"
15639252,0,Shao,603,Spain,Male,30.0,6,129548.5,1,1,19282.85,"CertificateOfDeposit,InvestmentFund"
15628144,0,Soares,635,France,Female,72.0,4,74812.84,0,1,27448.33,MortgageLoan
15683560,0,Gallo,642,France,Female,40.0,7,0.0,1,0,183963.34,"SavingsAccount,PersonalLoan"
15653275,1,Lei,785,Spain,Female,54.0,1,0.0,1,0,45113.92,"CheckingAccount,AutoLoan"
15622182,0,Daniels,628,Germany,Female,28.0,3,153538.13,1,0,110776.01,"RetirementAccount,SavingsAccount"
15613962,0,Kenechi,499,France,Female,38.0,9,0.0,0,1,183042.2,"HomeEquityLoan,CertificateOfDeposit"
15618437,0,Singleton,567,Spain,Male,34.0,10,0.0,0,1,161571.79,"AutoLoan,CertificateOfDeposit"
15783338,0,Williams,449,Spain,Male,32.0,0,155619.36,1,1,166692.03,HomeEquityLoan
15764491,0,Prof. Greece,701,Spain,Male,35.0,10,159693.9,1,1,71173.64,"RetirementAccount,CertificateOfDeposit"
15712960,0,Olisanugo,613,Spain,Male,37.0,3,171653.17,0,1,5353.12,CreditCard
15688157,0,Padovano,683,Germany,Female,39.0,2,47685.47,1,1,86019.48,"CreditCard,MortgageLoan"
15579287,0,Rossi,581,France,Male,35.0,4,0.0,0,1,86383.82,"CertificateOfDeposit,InvestmentFund"
15570931,1,Grant,620,France,Male,61.0,5,0.0,0,0,31641.52,CreditCard
15615177,0,Ebelegbulam,561,,Male,28.0,6,123692.0,1,1,70548.96,AutoLoan
15809906,0,Mitchell,558,Germany,Male,26.0,1,148853.29,1,1,24411.02,"MortgageLoan,SavingsAccount"
15652169,0,Buckley,642,France,Male,35.0,2,133161.95,0,1,122254.86,InvestmentFund
15649450,0,Repina,805,Germany,Male,24.0,6,143221.35,1,0,186035.72,"AutoLoan,SavingsAccount"
15777179,0,Ellis,687,France,Male,35.0,9,0.0,0,1,73133.82,"CreditCard,MortgageLoan"
15803538,1,Douglas,695,Spain,Male,56.0,1,0.0,1,0,187734.49,"AutoLoan,InvestmentFund,PersonalLoan"
15610936,0,Becher,562,France,Male,33.0,6,0.0,1,0,111590.35,"SavingsAccount,PersonalLoan"
15590094,0,Nwachukwu,613,Germany,Male,38.0,9,126265.88,0,0,15859.95,"HomeEquityLoan,CheckingAccount"
15572706,0,Smith,589,France,Male,37.0,5,0.0,1,0,61324.87,RetirementAccount
15634564,0,Aksyonov,593,Spain,Male,31.0,8,112713.34,1,1,176868.89,AutoLoan
15684296,0,Artyomova,714,France,Male,34.0,5,141173.03,0,1,98896.06,PersonalLoan
15702293,0,Medvedeva,588,Spain,Female,35.0,7,0.0,1,1,108739.15,"RetirementAccount,MortgageLoan"
15642099,0,Tsui,679,Spain,Male,,6,0.0,1,0,12266.06,"CertificateOfDeposit,HomeEquityLoan"
15773273,0,Runyon,730,Spain,Male,,5,118866.36,1,1,163317.5,CreditCard
15613337,0,Dr. Gallo,833,France,Male,47.0,2,0.0,1,1,182247.77,"CertificateOfDeposit,CreditCard"
15800482,0,Bradshaw,586,Spain,Female,33.0,7,0.0,1,1,168261.4,"MortgageLoan,InvestmentFund"
15732644,1,Evans,567,Spain,Female,54.0,5,92316.31,1,0,158590.66,"PersonalLoan,SavingsAccount"
15713426,1,Hancock,637,,Male,30.0,1,122185.53,1,0,102566.46,MortgageLoan
15640789,0,Butler,711,France,Male,38.0,4,123345.85,1,0,141827.83,InvestmentFund
15598892,0,Bradshaw,828,France,Male,30.0,4,73070.18,0,0,161671.15,"InvestmentFund,CreditCard"
15606436,0,Bergamaschi,500,Spain,Male,38.0,7,0.0,0,0,192013.23,"MortgageLoan,PersonalLoan"
15751227,0,Ebelegbulam,807,France,Male,47.0,1,95120.59,0,0,127875.1,SavingsAccount
15812365,0,Greco,850,France,Male,40.0,8,102800.65,1,0,60811.56,PersonalLoan
15616088,0,Lucas,782,France,Female,70.0,7,97072.42,0,1,131177.22,HomeEquityLoan
15803886,0,Barber,629,Spain,Male,,6,132876.55,1,1,130862.11,CreditCard
15587311,0,Dobbs,582,Spain,Male,33.0,6,0.0,0,1,72970.93,"AutoLoan,InvestmentFund"
15617401,0,Thomson,468,France,Male,22.0,2,0.0,1,0,28123.99,"CreditCard,HomeEquityLoan"
15775886,1,Su,670,France,Male,36.0,3,0.0,1,0,140754.19,CreditCard
15807305,0,Watkins,805,France,Male,39.0,2,0.0,0,0,166650.32,CheckingAccount
15761717,0,Ch'ien,720,France,Male,26.0,10,51962.91,1,0,45507.24,"SavingsAccount,RetirementAccount"
15628008,0,Monds,781,Spain,Female,29.0,6,98759.89,0,0,112202.64,CertificateOfDeposit
15583755,0,McClemans,592,Germany,Male,33.0,2,156570.86,1,1,37140.2,InvestmentFund
15661409,1,Shen,542,France,Female,42.0,1,0.0,1,1,178256.58,InvestmentFund
15774250,1,Gallo,532,France,Male,42.0,1,159024.71,1,0,100982.93,CreditCard
15681476,1,Foveaux,520,France,Female,39.0,1,73493.17,0,1,109626.13,MortgageLoan
15654870,0,Longo,759,France,Female,45.0,8,0.0,1,1,99251.24,"CheckingAccount,HomeEquityLoan"
15790448,0,Calabresi,473,France,Female,35.0,6,69617.36,1,0,143345.69,CertificateOfDeposit
15785326,0,Randall,639,Spain,Female,35.0,5,136526.26,1,0,59653.03,"AutoLoan,CheckingAccount"
15592854,0,Dr. Garcia,705,France,Male,25.0,3,113736.27,0,1,196864.61,HomeEquityLoan
15617486,1,Sullivan,530,France,Male,52.0,1,106723.28,0,0,109960.4,CreditCard
15806796,0,Dr. Higgins,516,Germany,Female,33.0,10,138847.9,1,1,127256.7,CreditCard
15644699,0,Crawford,850,France,Female,40.0,0,0.0,1,0,1099.95,"SavingsAccount,AutoLoan"
15622305,0,Martin,746,Germany,Female,33.0,2,107868.14,1,1,146192.4,"InvestmentFund,CertificateOfDeposit"
15608209,0,Currey,622,Germany,Male,33.0,3,96926.12,1,0,48553.77,"MortgageLoan,SavingsAccount"
15626898,0,Teng,743,France,Male,30.0,7,77599.23,0,0,144407.1,CertificateOfDeposit
15644297,0,Austin,732,Germany,Male,38.0,5,178787.54,1,1,195760.53,MortgageLoan
15731569,0,Hudson,850,France,Male,81.0,5,0.0,1,1,44827.47,"CertificateOfDeposit,AutoLoan"
15582149,0,Ts'ui,850,Germany,Female,34.0,3,129668.43,1,1,88743.99,"HomeEquityLoan,PersonalLoan"
15802483,0,Hancock,686,France,Male,34.0,6,146178.13,1,1,88837.11,"RetirementAccount,CertificateOfDeposit"
15686999,0,Nicholas,556,France,Female,40.0,8,0.0,1,0,62112.7,"AutoLoan,CreditCard"
15772479,0,Napolitano,673,France,Male,37.0,4,0.0,0,0,163563.07,"AutoLoan,CheckingAccount"
15778884,0,Jamieson,809,France,Female,38.0,2,154763.21,1,1,174800.31,"CreditCard,HomeEquityLoan"
